CAD;CORRESPONDENCIA;B0000;B0002;B0001;B0003;x0000;B100
1324;1324;;;;;;
1325;1325;;;;;;
1326;1326;;;;;;
1327;1327;;;;;;
1328;1328;;;;;;
1329;1329;;;;;;
1330;1330;;;;;;
1331;1331;;;;;;
1332;1332;;;;;;
1333;1333;;;;;;
1334;1334;;;;;;
1335;1335;;;;;;
1336;1336;;;;;;
1337;1337;;;;;;
1338;1338;;;;;;
1339;1339;;;;;;
1340;1340;;;;;;
1341;1341;;;;;;
1342;1342;;;;;;
1343;1343;;;;;;
1344;1344;;;;;;
1345;1345;;;;;;
1346;1346;;;;;;
1347;1347;;;;;;
1348;1348;;;;;;
1349;1349;;;;;;
1350;1350;;;;;;
1351;1351;;;;;;
1352;1352;;;;;;
1353;1353;;;;;;
1354;1354;;;;;;
1355;1355;;;;;;
1356;1356;;;;;;
1357;1357;;;;;;
1358;1358;;;;;;
1359;1359;;;;;;
1360;1360;;;;;;
1361;1361;;;;;;
1362;1362;;;;;;
1363;1363;;;;;;
1364;1364;;;;;;
1365;1365;;;;;;
1366;1366;;;;;;
1367;1367;;;;;;
1368;1368;;;;;;
1369;1369;;;;;;
1370;1370;;;;;;
1371;1371;;;;;;
1372;1372;;;;;;
1373;1373;;;;;;
1374;1374;;;;;;
1375;1375;;;;;;
1376;1376;;;;;;
1377;1377;;;;;;
1378;1378;;;;;;
1379;1379;;;;;;
1380;1380;;;;;;
1381;1381;;;;;;
1382;1382;;;;;;
1383;1383;;;;;;
1384;1384;;;;;;
1385;1385;;;;;;
1386;1386;;;;;;
1387;1387;;;;;;
1388;1388;;;;;;
1389;1389;;;;;;
1390;1390;;;;;;
1391;1391;;;;;;
1392;1392;;;;;;
1393;1393;;;;;;
1394;1394;;;;;;
1395;1395;;;;;;
1396;1396;;;;;;
1397;1397;;;;;;
1398;1398;;;;;;
1399;1399;;;;;;
1400;1400;;;;;;
1401;1401;;;;;;
1402;1402;;;;;;
1403;1403;;;;;;
1404;1404;;;;;;
1405;1405;;;;;;
1406;1406;;;;;;
1407;1407;;;;;;
1408;1408;;;;;;
1409;1409;;;;;;
1410;1410;;;;;;
1411;1411;;;;;;
1412;1412;;;;;;
1413;1413;;;;;;
1414;1414;;;;;;
1415;1415;;;;;;
1416;1416;;;;;;
1417;1417;;;;;;
1418;1418;;;;;;
1419;1419;;;;;;
1420;1420;;;;;;
1421;1421;;;;;;
1422;1422;;;;;;
1423;1423;;;;;;
1424;1424;;;;;;
1425;1425;;;;;;
1426;1426;;;;;;
1427;1427;;;;;;
1428;1428;;;;;;
1429;1429;;;;;;
1430;1430;;;;;;
1431;1431;;;;;;
1432;1432;;;;;;
1433;1433;;;;;;
1434;1434;;;;;;
1435;1435;;;;;;
1436;1436;;;;;;
1437;1437;;;;;;
1438;1438;;;;;;
1439;1439;;;;;;
1440;1440;;;;;;
1441;1441;;;;;;
1442;1442;;;;;;
1443;1443;;;;;;
1444;1444;;;;;;
1445;1445;;;;;;
1446;1446;;;;;;
1447;1447;;;;;;
1448;1448;;;;;;
1449;1449;;;;;;
1450;1450;;;;;;
1451;1451;;;;;;
1452;1452;;;;;;
1453;1453;;;;;;
1454;1454;;;;;;
1455;1455;;;;;;
1456;1456;;;;;;
1457;1457;;;;;;
1458;1458;;;;;;
1459;1459;;;;;;
1460;1460;;;;;;
1461;1461;;;;;;
1462;1462;;;;;;
1463;1463;;;;;;
1464;1464;;;;;;
1465;1465;;;;;;
1466;1466;;;;;;
1467;1467;;;;;;
1468;1468;;;;;;
1469;1469;;;;;;
1470;1470;;;;;;
1471;1471;;;;;;
1472;1472;;;;;;
1473;1473;;;;;;
1474;1474;;;;;;
1475;1475;;;;;;
1476;1476;;;;;;
1477;1477;;;;;;
1478;1478;;;;;;
1479;1479;;;;;;
1480;1480;;;;;;
1481;1481;;;;;;
1482;1482;;;;;;
1483;1483;;;;;;
1484;1484;;;;;;
1485;1485;;;;;;
1486;1486;;;;;;
1487;1487;;;;;;
1488;1488;;;;;;
1489;1489;;;;;;
1490;1490;;;;;;
1491;1491;;;;;;
1492;1492;;;;;;
1493;1493;;;;;;
1494;1494;;;;;;
1495;1495;;;;;;
1496;1496;;;;;;
1497;1497;;;;;;
1498;1498;;;;;;
1499;1499;;;;;;
1500;1500;;;;;;
1501;1501;;;;;;
1502;1502;;;;;;
1503;1503;;;;;;
1504;1504;;;;;;
1505;1505;;;;;;
1506;1506;;;;;;
1507;1507;;;;;;
1508;1508;;;;;;
1509;1509;;;;;;
1510;1510;;;;;;
1511;1511;;;;;;
1512;1512;;;;;;
1513;1513;;;;;;
1514;1514;;;;;;
1515;1515;;;;;;
1516;1516;;;;;;
1517;1517;;;;;;
1518;1518;;;;;;
1519;1519;;;;;;
1520;1520;;;;;;
1521;1521;;;;;;
1522;1522;;;;;;
1523;1523;;;;;;
1524;1524;;;;;;
1525;1525;;;;;;
1526;1526;;;;;;
1527;1527;;;;;;
1528;1528;;;;;;
1529;1529;;;;;;
1530;1530;;;;;;
1531;1531;;;;;;
1532;1532;;;;;;
1533;1533;;;;;;
1534;1534;;;;;;
1535;1535;;;;;;
1536;1536;;;;;;
1537;1537;;;;;;
1538;1538;;;;;;
1539;1539;;;;;;
1540;1540;;;;;;
1541;1541;;;;;;
1542;1542;;;;;;
1543;1543;;;;;;
1544;1544;;;;;;
1545;1545;;;;;;
1546;1546;;;;;;
1547;1547;;;;;;
1548;1548;;;;;;
1549;1549;;;;;;
1550;1550;;;;;;
1551;1551;;;;;;
1552;1552;;;;;;
1553;1553;;;;;;
1554;1554;;;;;;
1555;1555;;;;;;
1556;1556;;;;;;
1557;1557;;;;;;
1558;1558;;;;;;
1559;1559;;;;;;
1560;1560;;;;;;
1561;1561;;;;;;
1562;1562;;;;;;
1563;1563;;;;;;
1564;1564;;;;;;
1565;1565;;;;;;
1566;1566;;;;;;
1567;1567;;;;;;
1568;1568;;;;;;
1569;1569;;;;;;
1570;1570;;;;;;
1571;1571;;;;;;
1572;1572;;;;;;
1573;1573;;;;;;
1574;1574;;;;;;
1575;1575;;;;;;
1576;1576;;;;;;
1577;1577;;;;;;
1578;1578;;;;;;
1579;1579;;;;;;
1580;1580;;;;;;
1581;1581;;;;;;
1582;1582;;;;;;
1583;1583;;;;;;
1584;1584;;;;;;
1585;1585;;;;;;
1586;1586;;;;;;
1587;1587;;;;;;
1588;1588;;;;;;
1589;1589;;;;;;
1590;1590;;;;;;
1591;1591;;;;;;
1592;1592;;;;;;
1593;1593;;;;;;
1594;1594;;;;;;
1595;1595;;;;;;
1596;1596;;;;;;
1597;1597;;;;;;
1598;1598;;;;;;
1599;1599;;;;;;
1600;1600;;;;;;
1601;1601;;;;;;
1602;1602;;;;;;
1603;1603;;;;;;
1604;1604;;;;;;
1605;1605;;;;;;
1606;1606;;;;;;
1607;1607;;;;;;
1608;1608;;;;;;
1609;1609;;;;;;
1610;1610;;;;;;
1611;1611;;;;;;
1612;1612;;;;;;
1613;1613;;;;;;
1614;1614;;;;;;
1615;1615;;;;;;
1616;1616;;;;;;
1617;1617;;;;;;
1618;1618;;;;;;
1619;1619;;;;;;
1620;1620;;;;;;
1621;1621;;;;;;
1622;1622;;;;;;
1623;1623;;;;;;
1624;1624;;;;;;
1625;1625;;;;;;
1626;1626;;;;;;
1627;1627;;;;;;
1628;1628;;;;;;
1629;1629;;;;;;
1630;1630;;;;;;
1631;1631;;;;;;
1632;1632;;;;;;
1633;1633;;;;;3;
1634;1634;;;;;4;
1635;1635;;;;;2;
1636;1636;;;;;3;
1637;1637;;;;;3;
1638;1638;;;;;3;
1639;1639;;;;;3;
1640;1640;;;;;3;
1641;1641;;;;;4;
1642;1642;;;;;2;
1643;1643;;;;;2;
1644;1644;J S DA COSTA -ME;;;;3;Agropecuária
1645;1645;;;;;5;
1646;1646;;;;;4;
1647;1647;;;;;1;
1648;1648;;;;;3;
1649;1649;;;;;2;
1650;1650;;;;;3;
1651;1651;;;;;2;
1652;1652;;;;;4;
1653;1653;;;;;4;
1654;1654;;;;;2;
1655;1655;;;;;1;
1656;1656;;;;;1;
1657;1657;;;;;1;
1658;1658;;;;;4;
1659;1659;;;;;3;
1660;1660;;;;;2;
1661;1661;;;;;3;
1662;1662;;;;;4;
1663;1663;;;;;3;
1664;1664;;;;;2;
1665;1665;;;;;4;
1666;1666;A M DE LIMA CARCINICULTURA - ME;;;;2;Agropecuária
1667;1667;;;;;2;
1668;1668;;;;;1;
1669;1669;;;;;3;
1670;1670;;;;;5;
1671;1671;;;;;4;
1672;1672;;;;;3;
1673;1673;;;;;3;
1674;1674;;;;;2;
1675;1675;;;;;2;
1676;1676;;;;;2;
1677;1677;;;;;2;
1678;1678;;;;;1;
1679;1679;;;;;1;
1680;1680;;;;;6;
1681;1681;;;;;5;
1682;1682;;;;;5;
1683;1683;;;;;4;
1684;1684;;;;;4;
1685;1685;;;;;3;
1686;1686;;;;;3;
1687;1687;;;;;2;
1688;1688;;;;;2;
1689;1689;;;;;3;
1690;1690;;;;;3;
1691;1691;;;;;3;
1692;1692;;;;;3;
1693;1693;;;;;3;
1694;1694;;;;;4;
1695;1695;;;;;3;
1696;1696;;;;;3;
1697;1697;;;;;3;
1698;1698;;;;;3;
1699;1699;;;;;4;
1700;1700;;;;;3;
1701;1701;;;;;4;
1702;1702;;;;;4;
1703;1703;;;;;3;
1704;1704;;;;;3;
1705;1705;;;;;4;
1706;1706;;;;;3;
1707;1707;;;;;4;
1708;1708;;;;;3;
1709;1709;;;;;4;
1710;1710;;;;;3;
1711;1711;;;;;3;
1712;1712;;;;;4;
1713;1713;;;;;3;
1714;1714;;;;;3;
1715;1715;;;;;3;
1716;1716;;;;;3;
1717;1717;;;;;3;
1718;1718;;;;;3;
1719;1719;;;;;3;
1720;1720;;;;;3;
1721;1721;;;;;4;
1722;1722;;;;;4;
1723;1723;;;;;3;
1724;1724;;;;;4;
1725;1725;;;;;3;
1726;1726;;;;;4;
1727;1727;;;;;4;
1728;1728;;;;;3;
1729;1729;;;;;4;
1730;1730;;;;;3;
1731;1731;;;;;3;
1732;1732;;;;;3;
1733;1733;;;;;3;
1734;1734;;;;;4;
1735;1735;;;;;4;
1736;1736;;;;;4;
1737;1737;;;;;4;
1738;1738;;;;;3;
1739;1739;;;;;4;
1740;1740;;;;;3;
1741;1741;;;;;2;
1742;1742;DEL MONTE FRESH PRODUCE BRASIL LTDA;DEL MONTE;;01.33-4-02;50;Agropecuária
1743;1743;;;;;3;
1744;1744;;;;;3;
1745;1745;;;;;4;
1746;1746;;;;;4;
1747;1747;;;;;2;
1748;1748;;;;;3;
1749;1749;;;;;10;
1750;1750;;;;;2;
1751;1751;Tropical Nordeste Fruit Agroindustria;BANESA;;01.33-4-02;300;Agropecuária
1752;1752;;;;;5;
1753;1753;;;;;2;
1754;1754;;;;;2;
1755;1755;;;;;5;
1756;1756;;;;;5;
1757;1757;;;;;3;
1758;1758;;;;;3;
1759;1759;;;;;2;
1760;1760;;;;;3;
1761;1761;;;;;2;
1762;1762;;;;;2;
1763;1763;;;;;2;
1764;1764;;;;;2;
1765;1765;;;;;1;
1766;1766;;;;;3;
1767;1767;;;;;2;
1768;1768;;;;;2;
1769;1769;;;;;2;
1770;1770;;;;;2;
1771;1771;;;;;2;
1772;1772;;;;;2;
1773;1773;;;;;2;
1774;1774;;;;;3;
1775;1775;;;;;3;
1776;1776;;;;;2;
1777;1777;;;;;2;
1778;1778;;;;;3;
1779;1779;;;;;2;
1780;1780;;;;;2;
1781;1781;;;;;2;
1782;1782;;;;;3;
1783;1783;;;;;4;
1784;1784;;;;;3;
1785;1785;;;;;3;
1786;1786;;;;;2;
1787;1787;;;;;2;
1788;1788;;;;;2;
1789;1789;;;;;2;
1790;1790;;;;;2;
1791;1791;;;;;2;
1792;1792;;;;;3;
1793;1793;;;;;2;
1794;1794;;;;;2;
1795;1795;;;;;2;
1796;1796;;;;;2;
1797;1797;;;;;4;
1798;1798;;;;;2;
1799;1799;;;;;4;
1800;1800;;;;;2;
1801;1801;;;;;2;
1802;1802;;;;;3;
1803;1803;;;;;2;
1804;1804;;;;;3;
1805;1805;;;;;3;
1806;1806;;;;;2;
1807;1807;;;;;2;
1808;1808;;;;;3;
1809;1809;;;;;2;
1810;1810;;;;;3;
1811;1811;;;;;2;
1812;1812;;;;;2;
1813;1813;;;;;3;
1814;1814;;;;;2;
1815;1815;;;;;3;
1816;1816;;;;;2;
1817;1817;;;;;3;
1818;1818;;;;;2;
1819;1819;;;;;2;
1820;1820;;;;;2;
1821;1821;;;;;2;
1822;1822;;;;;2;
1823;1823;;;;;3;
1824;1824;;;;;2;
1825;1825;;;;;2;
1826;1826;;;;;2;
1827;1827;;;;;3;
1828;1828;;;;;3;
1829;1829;;;;;2;
1830;1830;;;;;2;
1831;1831;;;;;2;
1832;1832;;;;;2;
1833;1833;;;;;2;
1834;1834;;;;;3;
1835;1835;;;;;3;
1836;1836;;;;;2;
1837;1837;;;;;3;
1838;1838;;;;;2;
1839;1839;;;;;2;
1840;1840;;;;;2;
1841;1841;;;;;3;
1842;1842;;;;;2;
1843;1843;;;;;2;
1844;1844;;;;;3;
1845;1845;;;;;2;
1846;1846;;;;;2;
1847;1847;;;;;3;
1848;1848;;;;;5;
1849;1849;;;;;3;
1850;1850;;;;;2;
1851;1851;;;;;3;
1852;1852;;;;;3;
1853;1853;;;;;2;
1854;1854;;;;;2;
1855;1855;;;;;3;
1856;1856;;;;;5;
1857;1857;;;;;3;
1858;1858;;;;;3;
1859;1859;;;;;2;
1860;1860;;;;;2;
1861;1861;;;;;3;
1862;1862;;;;;2;
1863;1863;;;;;3;
1864;1864;;;;;2;
1865;1865;;;;;3;
1866;1866;;;;;2;
1867;1867;;;;;2;
1868;1868;;;;;2;
1869;1869;;;;;2;
1870;1870;;;;;3;
1871;1871;;;;;3;
1872;1872;;;;;2;
1873;1873;;;;;3;
1874;1874;;;;;4;
1875;1875;;;;;2;
1876;1876;;;;;5;
1877;1877;;;;;2;
1878;1878;;;;;3;
1879;1879;;;;;2;
1880;1880;;;;;3;
1881;1881;;;;;1;
1882;1882;;;;;3;
1883;1883;;;;;3;
1884;1884;;;;;2;
1885;1885;;;;;1;
1886;1886;;;;;3;
1887;1887;;;;;3;
1888;1888;;;;;1;
1889;1889;;;;;4;
1890;1890;;;;;3;
1891;1891;;;;;3;
1892;1892;;;;;4;
1893;1893;;;;;3;
1894;1894;;;;;3;
1895;1895;;;;;2;
1896;1896;;;;;4;
1897;1897;;;;;3;
1898;1898;;;;;4;
1899;1899;;;;;2;
1900;1900;;;;;4;
1901;1901;;;;;3;
1902;1902;;;;;3;
1903;1903;;;;;2;
1904;1904;;;;;3;
1905;1905;;;;;3;
1906;1906;;;;;3;
1907;1907;;;;;3;
1908;1908;;;;;3;
1909;1909;;;;;3;
1910;1910;;;;;4;
1911;1911;;;;;2;
1912;1912;;;;;2;
1913;1913;;;;;3;
1914;1914;;;;;4;
1915;1915;;;;;2;
1916;1916;;;;;3;
1917;1917;;;;;3;
1918;1918;;;;;3;
1919;1919;;;;;2;
1920;1920;;;;;3;
1921;1921;;;;;4;
1922;1922;;;;;3;
1923;1923;;;;;3;
1924;1924;;;;;4;
1925;1925;;;;;5;
1926;1926;;;;;5;
1927;1927;;;;;4;
1928;1928;;;;;3;
1929;1929;;;;;2;
1930;1930;;;;;5;
1931;1931;;;;;4;
1932;1932;;;;;3;
1933;1933;;;;;4;
1934;1934;;;;;4;
1935;1935;;;;;4;
1936;1936;;;;;4;
1937;1937;;;;;4;
1938;1938;;;;;3;
1939;1939;;;;;5;
1940;1940;;;;;3;
1941;1941;;;;;3;
1942;1942;;;;;3;
1943;1943;;;;;3;
1944;1944;;;;;3;
1945;1945;;;;;3;
1946;1946;;;;;3;
1947;1947;;;;;3;
1948;1948;;;;;3;
1949;1949;;;;;3;
1950;1950;;;;;3;
1951;1951;;;;;3;
1952;1952;;;;;3;
1953;1953;;;;;2;
1954;1954;;;;;3;
1955;1955;;;;;3;
1956;1956;;;;;3;
1957;1957;;;;;3;
1958;1958;;;;;4;
1959;1959;;;;;3;
1960;1960;;;;;3;
1961;1961;;;;;4;
1962;1962;;;;;3;
1963;1963;;;;;3;
1964;1964;;;;;4;
1965;1965;;;;;4;
1966;1966;;;;;3;
1967;1967;;;;;4;
1968;1968;;;;;2;
1969;1969;;;;;4;
1970;1970;;;;;3;
1971;1971;;;;;3;
1972;1972;;;;;3;
1973;1973;;;;;3;
1974;1974;;;;;3;
1975;1975;;;;;4;
1976;1976;;;;;3;
1977;1977;;;;;3;
1978;1978;;;;;3;
1979;1979;;;;;3;
1980;1980;;;;;3;
1981;1981;;;;;4;
1982;1982;;;;;3;
1983;1983;;;;;3;
1984;1984;;;;;3;
1985;1985;;;;;4;
1986;1986;;;;;4;
1987;1987;;;;;3;
1988;1988;;;;;3;
1989;1989;;;;;3;
1990;1990;;;;;3;
1991;1991;;;;;3;
1992;1992;;;;;3;
1993;1993;;;;;3;
1994;1994;;;;;3;
1995;1995;;;;;3;
1996;1996;;;;;3;
1997;1997;;;;;4;
1998;1998;;;;;3;
1999;1999;;;;;3;
2000;2000;;;;;4;
2001;2001;;;;;3;
2002;2002;;;;;4;
2003;2003;;;;;4;
2004;2004;;;;;3;
2005;2005;;;;;3;
2006;2006;;;;;4;
2007;2007;;;;;4;
2008;2008;;;;;3;
2009;2009;;;;;4;
2010;2010;;;;;2;
2011;2011;;;;;4;
2012;2012;;;;;3;
2013;2013;;;;;3;
2014;2014;;;;;3;
2015;2015;;;;;3;
2016;2016;;;;;3;
2017;2017;;;;;3;
2018;2018;;;;;3;
2019;2019;;;;;3;
2020;2020;;;;;3;
2021;2021;;;;;3;
2022;2022;;;;;2;
2023;2023;;;;;5;
2024;2024;;;;;3;
2025;2025;;;;;2;
2026;2026;;;;;2;
2027;2027;;;;;3;
2028;2028;B. A. DOMINGUEZ;;;03.21-3-02;3;Agropecuária
2029;2029;;;;;2;
2030;2030;;;;;3;
2031;2031;ECOMARES AQUICULTURA LTDA;ECOMARES;;03.21-3-02;2;Agropecuária
2032;2032;;;;;3;
2033;2033;;;;;3;
2034;2034;;;;;3;
2035;2035;;;;;4;
2036;2036;;;;;3;
2037;2037;;;;;3;
2038;2038;;;;;4;
2039;2039;;;;;3;
2040;2040;;;;;3;
2041;2041;;;;;4;
2042;2042;;;;;3;
2043;2043;;;;;5;
2044;2044;;;;;5;
2045;2045;;;;;6;
2046;2046;;;;;5;
2047;2047;;;;;3;
2048;2048;;;;;5;
2049;2049;SOUSA E PESCADOS E CAMAROES LTDA - ME;SOUSA CAMAROES E PESCADOS;;03.21-3-02;4;
2050;2050;;;;;5;
2051;2051;G W G CARCINICULTURA LTDA;ENTRERIOS CAMAROES E PEIXES;;03.21-3-02;3;
2052;2052;;;;;6;
2053;2053;FRANK GOMES F FILHO CARCINICULTURA - ME;CAMARITA;;03.21-3-02;3;
2054;2054;;;;;4;
2055;2055;;;;;3;
2056;2056;;;;;3;
2057;2057;PESCOM SERVICOS & COMERCIO DE PESCADOS LTDA;PESCOM;;03.21-3-02;2;
2058;2058;J L L PEIXOTO;J PEIXOTO CAMAROES;;03.21-3-02;3;
2059;2059;FAZENDA ARRAIAL CULTIVO LTDA;FAZENDA ARRAIAL CULTIVO;;03.22-1-01;2;
2060;2060;;;;;4;
2061;2061;;;;;6;
2062;2062;FREITAS & RIBEIRO CARCINICULTURA LTDA-ME;ENTRERIOS;;03.21-3-02;4;
2063;2063;;;;;3;
2064;2064;;;;;4;
2065;2065;BOMAR MARICULTURA LTDA;BOMAR;;03.21-3-01;2;
2066;2066;;;;;2;
2067;2067;;;;;4;
2068;2068;;;;;5;
2069;2069;;;;;6;
2070;2070;;;;;4;
2071;2071;;;;;6;
2072;2072;;;;;3;
2073;2073;;;;;7;
2074;2074;;;;;5;
2075;2075;COMERCIAL IZA DE AQUICULTURA LTDA-ME;;;;4;
2076;2076;;;;;5;
2077;2077;;;;;8;
2078;2078;;;;;10;
2079;2079;;;;;3;
2080;2080;;;;;4;
2081;2081;;;;;4;
2082;2082;;;;;2;
2083;2083;;;;;1;
2084;2084;;;;;3;
2085;2085;;;;;5;
2086;2086;;;;;3;
2087;2087;;;;;5;
2088;2088;;;;;7;
2089;2089;;;;;5;
2090;2090;;;;;2;
2091;2091;;;;;4;
2092;2092;;;;;3;
2093;2093;;;;;3;
2094;2094;;;;;3;
2095;2095;;;;;3;
2096;2096;;;;;2;
2097;2097;;;;;2;
2098;2098;;;;;3;
2099;2099;;;;;3;
2100;2100;;;;;4;
2101;2101;;;;;4;
2102;2102;;;;;4;
2103;2103;;;;;4;
2104;2104;;;;;2;
2105;2105;;;;;4;
2106;2106;;;;;4;
2107;2107;;;;;4;
2108;2108;;;;;2;
2109;2109;;;;;4;
2110;2110;;;;;4;
2111;2111;;;;;4;
2112;2112;;;;;3;
2113;2113;;;;;4;
2114;2114;;;;;2;
2115;2115;;;;;4;
2116;2116;;;;;2;
2117;2117;;;;;4;
2118;2118;;;;;4;
2119;2119;;;;;4;
2120;2120;;;;;2;
2121;2121;;;;;4;
2122;2122;;;;;4;
2123;2123;;;;;4;
2124;2124;;;;;4;
2125;2125;;;;;4;
2126;2126;;;;;3;
2127;2127;;;;;3;
2128;2128;;;;;2;
2129;2129;;;;;4;
2130;2130;;;;;3;
2131;2131;;;;;3;
2132;2132;;;;;3;
2133;2133;;;;;3;
2134;2134;;;;;3;
2135;2135;;;;;15;
2136;2136;;;;;2;
2137;2137;;;;;3;
2138;2138;;;;;4;
2139;2139;;;;;2;
2140;2140;;;;;4;
2141;2141;;;;;2;
2142;2142;;;;;6;
2143;2143;;;;;3;
2144;2144;;;;;3;
2145;2145;;;;;7;
2146;2146;;;;;3;
2147;2147;;;;;2;
2148;2148;;;;;3;
2149;2149;;;;;2;
2150;2150;;;;;3;
2151;2151;;;;;6;
2152;2152;;;;;3;
2153;2153;;;;;2;
2154;2154;;;;;4;
2155;2155;;;;;2;
2156;2156;AGRICOLA FAMOSA LTDA AREA 2;FAMOSA;;;3;Agropecuária
2157;2157;;;;;4;
2158;2158;;;;;5;
2159;2159;;;;;3;
2160;2160;;;;;4;
2161;2161;;;;;4;
2162;2162;;;;;2;
2163;2163;;;;;2;
2164;2164;;;;;7;
2165;2165;;;;;3;
2166;2166;;;;;4;
2167;2167;;;;;3;
2168;2168;;;;;4;
2169;2169;;;;;2;
2170;2170;;;;;3;
2171;2171;;;;;3;
2172;2172;;;;;3;
2173;2173;;;;;3;
2174;2174;;;;;2;
2175;2175;;;;;2;
2176;2176;;;;;3;
2177;2177;AGRICOLA FAMOSA LTDA AREA 3;FAMOSA;;;2;Agropecuária
2178;2178;;;;;5;
2179;2179;;;;;3;
2180;2180;;;;;3;
2181;2181;;;;;4;
2182;2182;;;;;3;
2183;2183;;;;;3;
2184;2184;;;;;3;
2185;2185;;;;;3;
2186;2186;;;;;10;
2187;2187;;;;;2;
2188;2188;;;;;4;
2189;2189;;;;;4;
2190;2190;;;;;4;
2191;2191;;;;;3;
2192;2192;;;;;4;
2193;2193;;;;;4;
2194;2194;;;;;4;
2195;2195;;;;;5;
2196;2196;;;;;5;
2197;2197;;;;;5;
2198;2198;;;;;2;
2199;2199;;;;;2;
2200;2200;;;;;3;
2201;2201;;;;;5;
2202;2202;;;;;4;
2203;2203;;;;;4;
2204;2204;;;;;3;
2205;2205;;;;;5;
2206;2206;;;;;4;
2207;2207;;;;;12;
2208;2208;;;;;2;
2209;2209;;;;;3;
2210;2210;;;;;3;
2211;2211;;;;;3;
2212;2212;;;;;3;
2213;2213;;;;;3;
2214;2214;;;;;6;
2215;2215;;;;;4;
2216;2216;;;;;4;
2217;2217;;;;;5;
2218;2218;;;;;2;
2219;2219;;;;;3;
2220;2220;;;;;4;
2221;2221;;;;;2;
2222;2222;;;;;2;
2223;2223;;;;;5;
2224;2224;;;;;4;
2225;2225;;;;;3;
2226;2226;;;;;5;
2227;2227;;;;;3;
2228;2228;;;;;3;
2229;2229;;;;;3;
2230;2230;;;;;3;
2231;2231;;;;;3;
2232;2232;;;;;4;
2233;2233;;;;;2;
2234;2234;;;;;3;
2235;2235;Agropecuaria Vale do Castanhao LTDA;Agropecuaria Vale do Castanhao;;01.51-2-02;3;Agropecuária
2236;2236;;;;;4;
2237;2237;;;;;4;
2238;2238;;;;;2;
2239;2239;;;;;3;
2240;2240;;;;;4;
2241;2241;;;;;4;
2242;2242;;;;;2;
2243;2243;;;;;4;
2244;2244;;;;;2;
2245;2245;;;;;1;
2246;2246;;;;;2;
2247;2247;;;;;5;
2248;2248;;;;;2;
2249;2249;;;;;2;
2250;2250;;;;;3;
2251;2251;;;;;2;
2252;2252;;;;;5;
2253;2253;;;;;2;
2254;2254;;;;;3;
2255;2255;;;;;3;
2256;2256;;;;;3;
2257;2257;;;;;3;
2258;2258;;;;;2;
2259;2259;;;;;3;
2260;2260;;;;;2;
2261;2261;;;;;3;
2262;2262;;;;;3;
2263;2263;;;;;4;
2264;2264;;;;;3;
2265;2265;;;;;3;
2266;2266;;;;;3;
2267;2267;;;;;5;
2268;2268;;;;;2;
2269;2269;;;;;4;
2270;2270;;;;;2;
2271;2271;;;;;3;
2272;2272;;;;;4;
2273;2273;;;;;1;
2274;2274;;;;;4;
2275;2275;;;;;2;
2276;2276;;;;;3;
2277;2277;;;;;3;
2278;2278;;;;;2;
2279;2279;;;;;5;
2280;2280;;;;;2;
2281;2281;;;;;3;
2282;2282;;;;;4;
2283;2283;;;;;4;
2284;2284;;;;;4;
2285;2285;;;;;4;
2286;2286;;;;;2;
2287;2287;;;;;4;
2288;2288;;;;;3;
2289;2289;;;;;2;
2290;2290;;;;;2;
2291;2291;;;;;4;
2292;2292;;;;;4;
2293;2293;;;;;4;
2294;2294;;;;;5;
2295;2295;BAHAMA TRADING COMPANY LTDA;;;;2;Agropecuária
2296;2296;;;;;3;
2297;2297;;;;;4;
2298;2298;;;;;2;
2299;2299;;;;;4;
2300;2300;;;;;6;
2301;2301;;;;;8;
2302;2302;;;;;2;
2303;2303;;;;;4;
2304;2304;BAHAMA TRADING COMPANY LTDA;;;;3;Agropecuária
2305;2305;;;;;2;
2306;2306;;;;;2;
2307;2307;;;;;4;
2308;2308;;;;;2;
2309;2309;;;;;4;
2310;2310;;;;;3;
2311;2311;;;;;3;
2312;2312;;;;;2;
2313;2313;;;;;3;
2314;2314;;;;;3;
2315;2315;;;;;3;
2316;2316;;;;;4;
2317;2317;;;;;3;
2318;2318;;;;;2;
2319;2319;;;;;3;
2320;2320;;;;;2;
2321;2321;;;;;2;
2322;2322;;;;;4;
2323;2323;;;;;3;
2324;2324;;;;;2;
2325;2325;;;;;2;
2326;2326;;;;;4;
2327;2327;;;;;3;
2328;2328;;;;;3;
2329;2329;;;;;4;
2330;2330;;;;;2;
2331;2331;;;;;4;
2332;2332;;;;;6;
2333;2333;;;;;3;
2334;2334;THOMAS FRITZSCHE;MERIPOBO;;;3;Agropecuária
2335;2335;;;;;3;
2336;2336;;;;;3;
2337;2337;;;;;3;
2338;2338;;;;;3;
2339;2339;;;;;3;
2340;2340;;;;;2;
2341;2341;;;;;2;
2342;2342;;;;;3;
2343;2343;;;;;3;
2344;2344;;;;;3;
2345;2345;;;;;3;
2346;2346;;;;;3;
2347;2347;;;;;3;
2348;2348;;;;;4;
2349;2349;;;;;3;
2350;2350;;;;;3;
2351;2351;;;;;3;
2352;2352;;;;;3;
2353;2353;;;;;4;
2354;2354;;;;;3;
2355;2355;;;;;2;
2356;2356;;;;;4;
2357;2357;;;;;4;
2358;2358;AGRICOLA FAMOSA LTDA;FAMOSA;;;2;
2359;2359;;;;;4;
2360;2360;;;;;4;
2361;2361;;;;;4;
2362;2362;;;;;8;
